GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	-2.388	13.064
6746	SSR2	signal sequence receptor subunit 2	-0.828	2.66
28956	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	-0.89	1.772
57111	RAB25	RAB25, member RAS oncogene family	3.931	4.191
92312	MEX3A	mex-3 RNA binding family member A	-1.642	1.793
79957	PAQR6	progestin and adipoQ receptor family member 6	1.845	1.368
84283	TMEM79	transmembrane protein 79	3.18	9.993
112770	GLMP	glycosylated lysosomal membrane protein	-1.345	2.793
128229	TSACC	TSSK6 activating cochaperone	-2.665	1.484
57127	RHBG	Rh family B glycoprotein	7.769	8.407
128239	IQGAP3	IQ motif containing GTPase activating protein 3	-1.566	1.406
63827	BCAN	brevican	6.221	10.408
10763	NES	nestin	-1.884	2.798
9047	SH2D2A	SH2 domain containing 2A	-2.47	1.685
9826	ARHGEF11	Rho guanine nucleotide exchange factor 11	-0.805	2.623
2117	ETV3	ETS variant transcription factor 3	1.244	1.771
107985211	LOC107985211	uncharacterized LOC107985211	-4.1	2.265
83416	FCRL5	Fc receptor like 5	-6.163	3.564
115352	FCRL3	Fc receptor like 3	-4.389	3.912
79368	FCRL2	Fc receptor like 2	-7.561	3.608
115350	FCRL1	Fc receptor like 1	-4.77	4.402
55243	KIRREL1	kirre like nephrin family adhesion molecule 1	-1.832	7.47
912	CD1D	CD1d molecule	-4.974	3.586
909	CD1A	CD1a molecule	4.906	2.892
913	CD1E	CD1e molecule	3.528	1.682
4332	MNDA	myeloid cell nuclear differentiation antigen	-3.921	11.832
149628	PYHIN1	pyrin and HIN domain family member 1	-3.647	4.451
3428	IFI16	interferon gamma inducible protein 16	-1.639	15.777
107181291	PYDC5	pyrin domain containing 5	-2.692	1.473
105371461	LOC105371461	replaced by ID 9447	-7.266	3.749
9447	AIM2	absent in melanoma 2	-5.23	7.46
2205	FCER1A	Fc epsilon receptor Ia	2.48	1.419
1401	CRP	C-reactive protein	-5.629	2.135
107985217	LOC107985217		-3.254	2.325
56833	SLAMF8	SLAM family member 8	-2.284	10.705
284677	SNHG28	small nucleolar RNA host gene 28	-1.304	3.779
107985216	LOC107985216	uncharacterized LOC107985216	1.015	1.482
57549	IGSF9	immunoglobulin superfamily member 9	3.391	2.633
100505633	LINC01133	long intergenic non-protein coding RNA 1133	2.991	3.184
93185	IGSF8	immunoglobulin superfamily member 8	1.55	4.575
8682	PEA15	proliferation and apoptosis adaptor protein 15	-0.809	1.7
107985219	LOC107985219	uncharacterized LOC107985219	-0.968	2.257
1314	COPA	COPI coat complex subunit alpha	-0.608	4.857
23385	NCSTN	nicastrin	-0.715	1.458
105371466	LOC105371466	uncharacterized LOC105371466	4.764	13.849
57216	VANGL2	VANGL planar cell polarity protein 2	3.221	7.413
114836	SLAMF6	SLAM family member 6	-2.862	3.936
8832	CD84	CD84 molecule	-2.424	4.843
6504	SLAMF1	signaling lymphocytic activation molecule family member 1	-2.456	4.98
962	CD48	CD48 molecule	-2.876	13.955
57823	SLAMF7	SLAM family member 7	-2.624	1.778
51744	CD244	CD244 molecule	-1.437	1.706
50848	F11R	F11 receptor	1.196	2.886
100131187	TSTD1	thiosulfate sulfurtransferase like domain containing 1	1.375	2.45
7391	USF1	upstream transcription factor 1	-0.721	2.017
257106	ARHGAP30	Rho GTPase activating protein 30	-1.802	4.785
81607	NECTIN4	nectin cell adhesion molecule 4	4.045	4.035
5202	PFDN2	prefoldin subunit 2	-0.968	1.803
9507	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	-4.889	13.602
2207	FCER1G	Fc epsilon receptor Ig	-4.543	10.234
654790	PCP4L1	Purkinje cell protein 4 like 1	4.328	3.941
2212	FCGR2A	Fc gamma receptor IIa	-5.066	14.538
3310	HSPA6	heat shock protein family A (Hsp70) member 6	-2.768	4.002
2214	FCGR3A	Fc gamma receptor IIIa	-5.859	11.791
9103	FCGR2C	Fc gamma receptor IIc (gene/pseudogene)	-3.719	8.382
3311	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)	-1.926	2.417
2215	FCGR3B	Fc gamma receptor IIIb	-4.539	4.593
2213	FCGR2B	Fc gamma receptor IIb	-2.252	3.199
25903	OLFML2B	olfactomedin like 2B	-3.489	9.731
117157	SH2D1B	SH2 domain containing 1B	-5.079	2.878
6675	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	-1.763	2.744
4921	DDR2	discoidin domain receptor tyrosine kinase 2	-1.505	1.793
5999	RGS4	regulator of G protein signaling 4	-3.962	2.759
83540	NUF2	NUF2 component of NDC80 kinetochore complex	-1.669	2.108
54499	TMCO1	transmembrane and coiled-coil domains 1	-0.548	1.468
92241	RCSD1	RCSD domain containing 1	-2.402	15.104
29922	NME7	NME/NM23 family member 7	-0.776	1.513
2153	F5	coagulation factor V	-5.077	5.951
6403	SELP	selectin P	-2.52	1.379
6402	SELL	selectin L	-6.063	30.067
57147	SCYL3	SCY1 like pseudokinase 3	0.565	1.342
101928650	GORAB-AS1	GORAB antisense RNA 1	-5.484	2.278
5396	PRRX1	paired related homeobox 1	-2.43	9.194
80133	MROH9	maestro heat like repeat family member 9	-7.105	3.286
5279	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	1.141	6.019
7292	TNFSF4	TNF superfamily member 4	-0.947	1.317
55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	-0.864	2.443
105371622	LOC105371622	uncharacterized LOC105371622	1.042	1.85
9674	KIAA0040	KIAA0040	-1.252	4.942
7143	TNR	tenascin R	-5.576	2.288
105371629	LOC105371629	uncharacterized LOC105371629	3.005	1.767
55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	1.619	1.623
9917	FAM20B	FAM20B glycosaminoglycan xylosylkinase	0.495	2.298
64222	TOR3A	torsin family 3 member A	-0.672	2.081
27	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	-1.339	2.67
6646	SOAT1	sterol O-acyltransferase 1	-1.881	5.06
9213	XPR1	xenotropic and polytropic retrovirus receptor 1	-0.582	1.996
777	CACNA1E	calcium voltage-gated channel subunit alpha1 E	-3.925	3.148
2752	GLUL	glutamate-ammonia ligase	-2.484	2.526
6004	RGS16	regulator of G protein signaling 16	-2.207	3.113
80896	NPL	N-acetylneuraminate pyruvate lyase	-4.133	7.194
3915	LAMC1	laminin subunit gamma 1	-1.346	2.322
4688	NCF2	neutrophil cytosolic factor 2	-3.075	4.437
10092	ARPC5	actin related protein 2/3 complex subunit 5	-1.146	3.61
23179	RGL1	ral guanine nucleotide dissociation stimulator like 1	-1.784	2.179
81563	C1orf21	chromosome 1 open reading frame 21	2.758	15.118
107985236	LOC107985236	uncharacterized LOC107985236	2.72	10.668
80267	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	-0.925	3.142
116496	NIBAN1	niban apoptosis regulator 1	-1.737	1.322
81627	TRMT1L	tRNA methyltransferase 1 like	-1.087	6.115
5743	PTGS2	prostaglandin-endoperoxide synthase 2	-4.02	4.038
64407	RGS18	regulator of G protein signaling 18	-3.704	6.581
5997	RGS2	regulator of G protein signaling 2	-3.202	3.58
5788	PTPRC	protein tyrosine phosphatase receptor type C	-3.276	7.421
23528	ZNF281	zinc finger protein 281	-1.955	9.804
55765	INAVA	innate immunity activator	3.495	2.706
23046	KIF21B	kinesin family member 21B	-2.804	9.365
5317	PKP1	plakophilin 1	4.552	3.735
7139	TNNT2	troponin T2, cardiac type	3.681	5.532
3898	LAD1	ladinin 1	3.326	2.745
101929343	LOC101929343	uncharacterized LOC101929343	2.467	1.829
10440	TIMM17A	translocase of inner mitochondrial membrane 17A	-0.967	1.752
112268254	LOC112268254		1.058	1.525
5778	PTPN7	protein tyrosine phosphatase non-receptor type 7	-2.718	6.525
4660	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	1.079	1.954
10765	KDM5B	lysine demethylase 5B	1.27	2.701
100506696	PCAT6	prostate cancer associated transcript 6	3.069	4.915
51706	CYB5R1	cytochrome b5 reductase 1	1.456	2.815
134	ADORA1	adenosine A1 receptor	-2.817	2.312
1116	CHI3L1	chitinase 3 like 1	-2.989	3.328
730227	BTG2-DT	BTG2 divergent transcript	5.191	4.848
102723529	LOC102723529	uncharacterized LOC102723529	-4.918	1.653
493	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	1.287	6.556
5287	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	1.73	2.083
4194	MDM4	MDM4 regulator of p53	0.477	1.467
10446	LRRN2	leucine rich repeat neuronal 2	-2.918	2.821
25778	DSTYK	dual serine/threonine and tyrosine protein kinase	1.219	2.99
9911	TMCC2	transmembrane and coiled-coil domain family 2	1.64	2.047
5129	CDK18	cyclin dependent kinase 18	-1.248	1.436
8934	RAB29	RAB29, member RAS oncogene family	-1.897	10.612
115019	SLC26A9	solute carrier family 26 member 9	4.085	2.919
103021296	SLC26A9-AS1	SLC26A9 and RAB7B antisense RNA 1	2.026	2.256
338382	RAB7B	RAB7B, member RAS oncogene family	1.524	1.477
1939	EIF2D	eukaryotic translation initiation factor 2D	0.649	1.608
8444	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	-2.471	7.939
9261	MAPKAPK2	MAPK activated protein kinase 2	-0.959	2.006
105372877	LOC105372877		-8.348	4.586
3586	IL10	interleukin 10	-6.1	5.662
29949	IL19	interleukin 19	-8.592	4.993
11009	IL24	interleukin 24	-8.697	11.329
9214	FCMR	Fc mu receptor	-5.612	10.438
79098	C1orf116	chromosome 1 open reading frame 116	3.458	1.592
55432	YOD1	YOD1 deubiquitinase	2.536	9.608
1380	CR2	complement C3d receptor 2	-5.593	4.385
1378	CR1	complement C3b/C4b receptor 1 (Knops blood group)	-8.007	15.278
1379	CR1L	complement C3b/C4b receptor 1 like	-7.593	4.528
5362	PLXNA2	plexin A2	1.103	2.024
642587	MIR205HG	MIR205 host gene	3.651	2.952
406988	MIR205	microRNA 205	3.854	2.714
50486	G0S2	G0/G1 switch 2	-9.092	23.139
80342	TRAF3IP3	TRAF3 interacting protein 3	-2.248	4.741
255928	SYT14	synaptotagmin 14	3.23	2.204
56256	SERTAD4	SERTA domain containing 4	2.345	1.781
55758	RCOR3	REST corepressor 3	0.845	2.222
107985261	LOC107985261	uncharacterized LOC107985261	8.213	10.313
9926	LPGAT1	lysophosphatidylglycerol acyltransferase 1	-1.039	5.772
51514	DTL	denticleless E3 ubiquitin protein ligase homolog	-1.726	2.767
55248	PACC1	proton activated chloride channel 1	-2.138	5.819
102723761	LINC02773	long intergenic non-protein coding RNA 2773	-2.89	2.324
55509	BATF3	basic leucine zipper ATF-like transcription factor 3	-2.015	8.62
25936	NSL1	NSL1 component of MIS12 kinetochore complex	-0.518	2.776
26750	RPS6KC1	ribosomal protein S6 kinase C1	-0.56	3.132
5784	PTPN14	protein tyrosine phosphatase non-receptor type 14	1.969	7.376
51133	KCTD3	potassium channel tetramerization domain containing 3	0.559	1.545
3142	HLX	H2.0 like homeobox	-2.593	7.853
9015	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	-0.842	1.452
400823	FAM177B	family with sequence similarity 177 member B	-4.565	12.616
55061	SUSD4	sushi domain containing 4	3.421	1.861
23219	FBXO28	F-box protein 28	1.426	7.689
8560	DEGS1	delta 4-desaturase, sphingolipid 1	2.801	16.645
101927164	LOC101927164	uncharacterized LOC101927164	3.882	7.405
4931	NVL	nuclear VCP like	0.882	3.477
127602	DNAH14	dynein axonemal heavy chain 14	-2.281	2.01
3930	LBR	lamin B receptor	-1.391	2.973
29920	PYCR2	pyrroline-5-carboxylate reductase 2	-0.89	2.02
142	PARP1	poly(ADP-ribose) polymerase 1	-0.943	4.732
375057	STUM	stum, mechanosensory transduction mediator homolog	2.757	1.405
3707	ITPKB	inositol-trisphosphate 3-kinase B	0.66	1.738
89780	WNT3A	Wnt family member 3A	3.562	1.881
375	ARF1	ADP ribosylation factor 1	-0.661	1.696
79169	C1orf35	chromosome 1 open reading frame 35	1.096	6.2
200205	IBA57	iron-sulfur cluster assembly factor IBA57	0.97	3.313
92815	H2AC25	H2A clustered histone 25	2.354	2.328
149603	RNF187	ring finger protein 187	0.786	2.185
58480	RHOU	ras homolog family member U	-2.054	2.644
5867	RAB4A	RAB4A, member RAS oncogene family	1.023	5.858
58	ACTA1	actin alpha 1, skeletal muscle	-1.455	2.216
2590	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	-1.536	4.824
64801	ARV1	ARV1 homolog, fatty acid homeostasis modulator	0.899	1.353
128061	C1orf131	chromosome 1 open reading frame 131	-0.618	2.074
27185	DISC1	DISC1 scaffold protein	-1.526	6.146
388753	COA6	cytochrome c oxidase assembly factor 6	-1.15	2.609
101927851	LNCATV	lncRNA negative regulator of antiviral signaling	-5.785	2.19
9804	TOMM20	translocase of outer mitochondrial membrane 20	0.954	4.184
6905	TBCE	tubulin folding cofactor E	0.448	1.448
148789	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	0.824	2.347
4811	NID1	nidogen 1	-2.672	5.118
64388	GREM2	gremlin 2, DAN family BMP antagonist	3.752	2.645
8564	KMO	kynurenine 3-monooxygenase	-2.534	6.33
23596	OPN3	opsin 3	-1.927	4.003
9156	EXO1	exonuclease 1	-1.965	2.089
9859	CEP170	centrosomal protein 170	-1.622	2.487
10806	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	-0.674	2.145
105373262	LOC105373262	uncharacterized LOC105373262	-7.949	3.045
3192	HNRNPU	heterogeneous nuclear ribonucleoprotein U	-0.496	2.217
163882	CNST	consortin, connexin sorting protein	0.815	2.089
114548	NLRP3	NLR family pyrin domain containing 3	-4.797	3.281
26751	SH3YL1	SH3 and SYLF domain containing 1	1.734	2.769
7837	PXDN	peroxidasin	-3.998	10.313
78989	COLEC11	collectin subfamily member 11	-7.243	3.255
728597	DCDC2C	doublecortin domain containing 2C	4.656	1.65
104326052	NRIR	negative regulator of interferon response	-6.823	3.819
129607	CMPK2	cytidine/uridine monophosphate kinase 2	-2.479	2.597
386597	GRASLND	glycosaminoglycan regulatory associated long non-coding RNA	-3.646	2.216
101929531	LINC01871	long intergenic non-protein coding RNA 1871	-4.861	2.291
129642	MBOAT2	membrane bound O-acyltransferase domain containing 2	1.449	2.012
8853	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	0.881	1.583
100996549	LOC100996549	uncharacterized LOC100996549	5.458	6.373
29841	GRHL1	grainyhead like transcription factor 1	3.727	3.001
6241	RRM2	ribonucleotide reductase regulatory subunit M2	-2.873	6.017
3241	HPCAL1	hippocalcin like 1	-1.52	3.222
4953	ODC1	ornithine decarboxylase 1	-1.782	1.931
245973	ATP6V1C2	ATPase H+ transporting V1 subunit C2	1.09	1.645
10130	PDIA6	protein disulfide isomerase family A member 6	-1.068	1.974
23175	LPIN1	lipin 1	-0.955	2.41
151354	LRATD1	LRAT domain containing 1	2.834	1.364
81553	CYRIA	CYFIP related Rac1 interactor A	-2.995	6.319
4148	MATN3	matrilin 3	-2.259	2.292
23369	PUM2	pumilio RNA binding family member 2	0.739	1.914
151449	GDF7	growth differentiation factor 7	2.973	2.353
114818	KLHL29	kelch like family member 29	1.213	1.681
9540	TP53I3	tumor protein p53 inducible protein 3	-1.712	3.36
1788	DNMT3A	DNA methyltransferase 3 alpha	-0.517	1.331
3797	KIF3C	kinesin family member 3C	-1.132	3.468
85465	SELENOI	selenoprotein I	1.512	3.824
3777	KCNK3	potassium two pore domain channel subfamily K member 3	-5.184	3.454
22924	MAPRE3	microtubule associated protein RP/EB family member 3	1.173	1.49
54867	TMEM214	transmembrane protein 214	-0.529	1.658
100128731	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	-0.867	1.767
11117	EMILIN1	elastin microfibril interfacer 1	-2.865	5.858
8884	SLC5A6	solute carrier family 5 member 6	-0.934	1.798
4358	MPV17	mitochondrial inner membrane protein MPV17	-1.011	2.442
2498	FTH1P3	ferritin heavy chain 1 pseudogene 3	-3.871	9.049
9553	MRPL33	mitochondrial ribosomal protein L33	-1.087	2.586
9577	BABAM2	BRISC and BRCA1 A complex member 2	-1.252	1.516
100302650	BABAM2-AS1	BABAM2 antisense RNA 1	-4.021	3.985
79745	CLIP4	CAP-Gly domain containing linker protein family member 4	1.849	8.632
92291	CAPN13	calpain 13	-6.823	2.774
58484	NLRC4	NLR family CARD domain containing 4	-4.902	9.922
25780	RASGRP3	RAS guanyl releasing protein 3	-2.222	2.777
9637	FEZ2	fasciculation and elongation protein zeta 2	-0.989	3.006
6801	STRN	striatin	0.794	1.31
5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	-1.037	2.436
25797	QPCT	glutaminyl-peptide cyclotransferase	1.433	1.888
107985868	LOC107985868	uncharacterized LOC107985868	4.722	2.166
101929559	PIRAT1	PU.1 (SP1) induced regulator of S100A8 and S100A9 alarmin transcription 1	-6.122	1.385
151393	RMDN2	regulator of microtubule dynamics 2	-2.613	2.785
107985872	LOC107985872		-6.126	2.2
1545	CYP1B1	cytochrome P450 family 1 subfamily B member 1	-2.628	2.983
64225	ATL2	atlastin GTPase 2	1.231	3.139
130589	GALM	galactose mutarotase	-1.095	2.386
6432	SRSF7	serine and arginine rich splicing factor 7	-0.607	2.141
8491	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	1.023	3.557
728730	MAP4K3-DT	MAP4K3 divergent transcript	1.765	1.853
101929667	LOC101929667	uncharacterized LOC101929667	-4.462	2.703
105374491	LOC105374491	uncharacterized LOC105374491	8.394	9.049
101929700	LINC01794	long intergenic non-protein coding RNA 1794	6.849	5.227
101929723	LINC01914	long intergenic non-protein coding RNA 1914	-6.865	1.857
91461	PKDCC	protein kinase domain containing, cytoplasmic	-2.299	1.361
57504	MTA3	metastasis associated 1 family member 3	1.178	4.926
102723854	LINC01819	long intergenic non-protein coding RNA 1819	4.35	2.552
107985876	LOC107985876	uncharacterized LOC107985876	2.871	2.264
678	ZFP36L2	ZFP36 ring finger protein like 2	0.942	1.54
79823	CAMKMT	calmodulin-lysine N-methyltransferase	0.627	1.327
10736	SIX2	SIX homeobox 2	-3.421	4.212
55133	SRBD1	S1 RNA binding domain 1	-0.996	1.472
2034	EPAS1	endothelial PAS domain protein 1	-2.124	5.337
23433	RHOQ	ras homolog family member Q	-1.153	3.597
100506142	RHOQ-AS1	RHOQ antisense RNA 1	-3.133	2.469
5281	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	-1.101	4.381
90411	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	-0.651	4.726
618	BCYRN1	brain cytoplasmic RNA 1	-2.332	1.513
55704	CCDC88A	coiled-coil domain containing 88A	-1.565	4.495
57223	PPP4R3B	protein phosphatase 4 regulatory subunit 3B	0.522	1.602
10678	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	-1.095	2.951
105374764	LOC105374764	uncharacterized LOC105374764	3.073	1.669
5013	OTX1	orthodenticle homeobox 1	3.583	2.425
7360	UGP2	UDP-glucose pyrophosphorylase 2	-0.827	1.388
105374771	LGALSL-DT	LGALSL divergent transcript	3.682	3.477
29094	LGALSL	galectin like	4.026	11.533
105374774	LINC01805	long intergenic non-protein coding RNA 1805	9.585	15.642
54812	AFTPH	aftiphilin	0.795	1.95
23177	CEP68	centrosomal protein 68	0.912	1.981
5861	RAB1A	RAB1A, member RAS oncogene family	-0.66	3.211
10097	ACTR2	actin related protein 2	-1.202	3.943
25927	CNRIP1	cannabinoid receptor interacting protein 1	-1.928	6.858
101927723	LOC101927723	uncharacterized LOC101927723	-4.295	1.973
5341	PLEK	pleckstrin	-4.449	11.484
9938	ARHGAP25	Rho GTPase activating protein 25	-1.899	3.69
2673	GFPT1	glutamine--fructose-6-phosphate transaminase 1	-0.911	6.525
27247	NFU1	NFU1 iron-sulfur cluster scaffold	-0.971	1.897
22848	AAK1	AP2 associated kinase 1	-0.844	5.255
307	ANXA4	annexin A4	0.971	3.45
4084	MXD1	MAX dimerization protein 1	-3.269	2.883
151516	ASPRV1	aspartic peptidase retroviral like 1	7.486	32.454
51449	PCYOX1	prenylcysteine oxidase 1	0.876	2.886
6637	SNRPG	small nuclear ribonucleoprotein polypeptide G	-1.151	4.334
50489	CD207	CD207 molecule	7.991	32.66
400961	PAIP2B	poly(A) binding protein interacting protein 2B	3.418	13.687
8291	DYSF	dysferlin	-3.576	11.096
105374798	LOC105374798	uncharacterized LOC105374798	6.927	12.165
23233	EXOC6B	exocyst complex component 6B	2.484	8.401
150726	FBXO41	F-box protein 41	-0.704	1.333
10617	STAMBP	STAM binding protein	0.547	1.897
200424	TET3	tet methylcytosine dioxygenase 3	1.475	1.958
388962	BOLA3	bolA family member 3	-1.221	2.902
10797	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	-1.796	6.061
83444	INO80B	INO80 complex subunit B	0.79	1.424
84865	CCDC142	coiled-coil domain containing 142	-1.278	4.719
151534	LBX2-AS1	LBX2 antisense RNA 1	-1.52	1.597
550	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	-0.63	2.055
27429	HTRA2	HtrA serine peptidase 2	-1.071	4.167
84695	LOXL3	lysyl oxidase like 3	-2.072	6.215
1796	DOK1	docking protein 1	-2.594	9.197
130951	M1AP	meiosis 1 associated protein	-5.174	2.62
84141	EVA1A	eva-1 homolog A, regulator of programmed cell death	-3.177	2.529
105374836	LOC105374836	uncharacterized LOC105374836	-2.019	3.14
9168	TMSB10	thymosin beta 10	-1.9	8.188
100996506	LOC100996506		1.385	3.408
10618	TGOLN2	trans-golgi network protein 2	-0.912	1.998
54884	RETSAT	retinol saturase	1.019	1.406
10791	VAMP5	vesicle associated membrane protein 5	-2.109	4.198
10578	GNLY	granulysin	-3.293	2.113
55818	KDM3A	lysine demethylase 3A	1.362	2.347
100526767	RNF103-CHMP3	RNF103-CHMP3 readthrough	0.679	1.74
51652	CHMP3	charged multivesicular body protein 3	0.682	1.77
7844	RNF103	ring finger protein 103	0.446	2.625
64795	RMND5A	required for meiotic nuclear division 5 homolog A	1.354	3.821
285074	ANAPC1P2	ANAPC1 pseudogene 2	0.656	1.311
101928173	LINC01943	long intergenic non-protein coding RNA 1943	-3.191	1.977
